id,book,level,question_text,source_quote_current,book_page_NEW,source_quote_NEW,notes
569c4258-9c97-4b96-accf-2342b35f0ad2,tawheed,easy,ادّعاء معرفة الحوادث المستقبلة بالنجوم (التأثير) نوع من:,الإجابة الصحيحة: السحر والشرك,,,
56eeda27-e68f-45c4-815f-06506c20eccd,tawheed,easy,الواجب عند المصائب: الإيمان بـ:,الإجابة الصحيحة: القضاء والقدر,,,
57e222ad-b48e-442c-8f88-6a512c0a54da,tawheed,easy,ما شرط قبول شهادة أن لا إله إلا الله؟,لا بد من سبعة شروط: العلم، اليقين، القبول، الانقياد، الصدق، الإخلاص، المحبة.,,,
57e3e5a5-e525-40dd-a05d-91eec9f3d418,tawheed,easy,"في رواية ثانية: ""لا تسبّوا الدهر فإن الله"":",الإجابة الصحيحة: هو الدهر,,,
5aeee9f3-c1a0-44e9-a85e-f26691ac1502,tawheed,easy,خلق الله الجن والإنس للتجارة والبناء.,بل خلقهم لعبادته.,,,
600b3831-6283-443b-9cde-d733cd3486bf,tawheed,easy,الرقى المنهي عنها هي التي تسمى:,الإجابة الصحيحة: العزائم,,,
6236cc16-0c57-47a5-8555-94c1103562e7,tawheed,easy,"قوله تعالى ""وما خلقت الجن والإنس إلا ليعبدون"" دليل على:",الإجابة الصحيحة: وجوب إفراد الله بالعبادة,,,
67831742-cfc3-4c12-a11c-4be748e40bda,tawheed,easy,ما أعظم الذنوب عند الله؟,الشرك بالله هو أعظم الذنوب، لأنه لا يغفر إلا بالتوبة.,,,
67b85d01-c002-4225-bef9-882e4abfd561,tawheed,easy,سبّ الدهر يقع في الغالب عند نزول:,الإجابة الصحيحة: المصائب,,,
683878a9-ad19-4e8f-bbc3-09fa94dc1906,tawheed,easy,في حديث طارق بن شهاب: دخل رجل النار في:,الإجابة الصحيحة: ذُباب,,,
6c01d773-8f39-4c77-9ff9-407cbab2a2c4,tawheed,easy,الفزع الذي يصيب السماوات عند تكلّم الله دليل على:,الإجابة الصحيحة: تعظيم الملائكة لكلامه,,,
6dd51713-54ec-4a0f-a684-c7210227c9fd,tawheed,easy,"""أمّة"" في وصف إبراهيم معناها:",الإجابة الصحيحة: قدوة وإماماً للخير,,,
6dea92e9-ae29-4fda-bbf1-55f3b0f2ac90,tawheed,easy,لماذا خلق الله الجن والإنس؟,قال الله تعالى: (وما خلقت الجن والإنس إلا ليعبدون) - الذاريات:56.,,,
701bdc34-a025-4d74-ae73-ddc5044695b7,tawheed,easy,من هو مؤلف كتاب التوحيد؟,ألّف كتاب التوحيد الشيخ محمد بن عبد الوهاب التميمي.,,,
729f3134-a4e8-491b-bbbc-2b393ea01941,tawheed,easy,"جعل مشيئة العبد كمشيئة الله بـ""الواو"" هو من:",الإجابة الصحيحة: اتخاذ الأنداد لله,,,
73f3bce1-f1ce-48ec-9b44-8a9b02acaaa8,tawheed,easy,الذبح لغير الله تقرّباً إليه:,الإجابة الصحيحة: شرك أكبر,,,
74fcdf06-6ccd-451a-a967-754dbc37cd78,tawheed,easy,ماذا طلب إبراهيم عليه السلام من ربه؟,إبراهيم عليه السلام خاف على نفسه وبنيه من عبادة الأصنام.,,,
7622c398-510e-464f-86ee-0c79abdb4c64,tawheed,easy,ما الذي يكفّر الذنوب وفقاً للحديث: (من لقي الله لا يشرك به شيئاً دخل الجنة)؟,التوحيد يكفر الذنوب، فمن مات على التوحيد غير مشرك بالله شيئاً دخل الجنة.,,,
775d326d-e043-44ab-ac0f-e661e8275933,tawheed,easy,الرقى التي رُخّص فيها هي ما خلا من:,الإجابة الصحيحة: الشرك,,,
7ad81c95-1bfb-4e62-998b-dfcfe1a8de6c,tawheed,easy,سبّ الدهر يتضمن الشرك إذا اعتقد السابّ أن الدهر:,الإجابة الصحيحة: فاعل مع الله,,,
7b78ac3b-81f5-4337-b0b1-465be18514d2,tawheed,easy,ما الحكمة من خلق الجن والإنس؟,الحكم الصحيح هو «عبادة الله وحده»، كما قرّره النصّ الشرعيّ في الباب.,,,
7bbf72dc-8805-4aa3-bfdd-2eb08cf26244,tawheed,easy,في حديث الذباب: دخل النار رجل قرّب للصنم:,الإجابة الصحيحة: ذباباً,,,
7be4404c-a2ed-4095-b440-c88f49d56a10,tawheed,easy,الخوف الذي يُصرف لله وحده هو:,الخوف الطبيعي جائز، أما الخوف التعبدي الذي يُصرف لغير الله فهو شرك.,,,
7f2cefd0-9df7-4d35-9671-b7bc7c48071a,tawheed,easy,اعتذر المنافقون بأنهم كانوا:,الإجابة الصحيحة: يخوضون ويلعبون,,,
81287c88-b793-4ccc-90e9-e225878487b1,tawheed,easy,ما تعريف الشرك الأكبر؟,الشرك الأكبر: أن يجعل لله نِداً في شيء من خصائصه.,,,
8230d37a-f5c5-4dea-b8d2-ee499eec99e6,tawheed,easy,ما هو التوحيد؟,التوحيد: إفراد الله بالعبادة وترك عبادة ما سواه.,,,
832307a1-d73a-4b64-a46c-fba387fcaa9f,tawheed,easy,"""الرهبان"" هم عُبّاد:",الإجابة الصحيحة: النصارى,,,
842d508b-7933-4888-8f83-2e1d5314b0a6,tawheed,easy,النهي عن الحلف بالآباء لأنه نوع من:,الإجابة الصحيحة: الشرك,,,
8a3feed1-0e87-415f-aa2d-fa03bdcd6d64,tawheed,easy,الحلف بغير الله من الشرك لأنه يتضمن تعظيم غير الله الذي هو:,الإجابة الصحيحة: حق لله وحده,,,
8b297e0f-e7cf-49e8-8479-3bbaaacce8e6,tawheed,easy,الرجل الذي قرّب الذباب فعل ذلك ليُجيزه القوم عند:,الإجابة الصحيحة: صنمهم,,,
8b90c623-9d83-4b86-ae85-46e901a301ec,tawheed,easy,ما حكم النذر لغير الله؟,النذر عبادة لا تصرف إلا لله، والنذر لغير الله كالأضرحة شرك.,,,
8d25d864-1e34-416c-8d28-78df561a8036,tawheed,easy,الذي قرّب ذُباباً للصنم — مصيره:,الإجابة الصحيحة: دخل النار,,,
8dfe074e-b6b1-4f71-9144-f083932931e3,tawheed,easy,"في الحديث القدسي: ""يؤذيني ابن آدم يسبّ الدهر، وأنا"":",الإجابة الصحيحة: الدهر,,,
92a8d4e6-cd55-424e-9a9f-17bdd31b861b,tawheed,easy,الاستسقاء بالأنواء هو نسبة نزول المطر إلى:,الإجابة الصحيحة: النجوم,,,
98e27a6b-d241-4d3c-a1a6-bab114689db0,tawheed,easy,من هو رأس الطواغيت؟,إبليس هو رأس الطواغيت، لأنه أول من دعا إلى عبادة غير الله.,,,
9b3efbda-dc23-4346-ab0f-7a1ca325e9b1,tawheed,easy,"""الثقلان"" المذكوران في الخلق هما:",الإجابة الصحيحة: الجن والإنس,,,
9b8bd8b1-9714-4bb7-a052-ed729cf18151,tawheed,easy,الشرك الأصغر يحبط جميع الأعمال.,الشرك الأصغر يحبط العمل الذي قارنه فقط.,,,
9c641ce1-8cb7-44c9-a944-d99e884599ac,tawheed,easy,قتادة قال: خلق الله النجوم لثلاث: زينة للسماء، ورجوماً للشياطين، و:,الإجابة الصحيحة: علامات يُهتدى بها,,,
9c91ebc5-17d3-4598-90dd-2edfe8b65bcc,tawheed,easy,"""الذين آمنوا ولم يلبسوا إيمانهم بظلم""، المراد بالظلم هنا:",الإجابة الصحيحة: الشرك,,,
9cef0c6b-44d8-4321-87a7-d842300aff48,tawheed,easy,سعيد بن جبير قال: من قطع تميمة من إنسان كان كـ:,الإجابة الصحيحة: عِدل رقبة (عتق رقبة),,,
9dd0582b-b66a-4487-8a03-ea821db1b561,tawheed,easy,"قال الله تعالى: ""يؤذيني ابن آدم، يسبّ"":",الإجابة الصحيحة: الدهر,,,
9ddbdcdd-acb3-4c38-b221-0ebeebf127db,tawheed,easy,في حديث علي: لُعن من ذبح لغير الله، ومن لعن والديه، ومن آوى محدثاً، ومن غيّر:,الإجابة الصحيحة: منار الأرض,,,
9f3bbbd5-594a-4376-ab40-ac64c3829903,tawheed,easy,أعظم الذنوب على الإطلاق هو:,الإجابة الصحيحة: الشرك,,,
a2152d4b-3f43-4210-8576-353db749226d,tawheed,easy,الذين يُدعَون من دون الله لا يملكون كشف الضر عنكم ولا:,الإجابة الصحيحة: تحويلاً,,,
a2344ce1-f0ec-4547-94b7-8203bd2408bc,tawheed,easy,من مات يدعو من دون الله نِدّاً فمصيره:,الإجابة الصحيحة: النار,,,
a4ce9eba-43fb-4cbf-9b26-14aec24e7791,tawheed,easy,"قول ""ما شاء الله وشئت"" محرّم لأن فيه العطف بـ:",الإجابة الصحيحة: الواو,,,
a7faea3f-49ca-4b22-b3f9-785d6b672335,tawheed,easy,"قول العباس ""نفى الله عما سواه كل ما يتعلق به المشركون"" يبيّن أن الشفاعة:",الإجابة الصحيحة: لله وحده,,,
b1af67c1-99df-4da0-aae5-2b6c4a78cd05,tawheed,easy,"من قال ""مُطرنا بفضل الله ورحمته"" فهو:",الإجابة الصحيحة: مؤمن بالله كافر بالكوكب,,,
b42b1df1-5c07-40cf-b230-90e3f2a28e68,tawheed,easy,"""حتى إذا فُزّع عن قلوبهم"" أي أُزيل عن الملائكة:",الإجابة الصحيحة: الفزع والخوف عند سماع الوحي,,,
b6245281-88aa-4c5f-8a82-8a4a90383d3e,tawheed,easy,"ومنها: ""لعن الله من آوى"":",الإجابة الصحيحة: مُحدِثاً,,,
bb10720c-0e4f-4230-9d4c-09de755c3f25,tawheed,easy,"قول الصحابة ""اجعل لنا ذات أنواط"" شبّهه النبي ﷺ بقول بني إسرائيل:",الإجابة الصحيحة: اجعل لنا إلهاً كما لهم آلهة,,,
bc3195b9-eb79-48dd-b8d5-7f09bf65bc3c,tawheed,easy,"حذيفة لمّا رأى في يد رجل خيطاً من الحمى قطعه وتلا: ""وما يؤمن أكثرهم بالله إلا وهم"":",الإجابة الصحيحة: مشركون,,,
bcae53c4-68fc-4697-8ec3-cb683b8bc363,tawheed,easy,سبب النهي عن سبّ الدهر أن سابّه قد يقصد:,الإجابة الصحيحة: مدبّر الأمور وهو الله,,,
c1684b76-ed06-4e79-b476-a5236217a3c6,tawheed,easy,أرسل النبي ﷺ رسولاً في بعض أسفاره ألّا يبقى في رقبة بعير قلادة من وتر إلا:,الإجابة الصحيحة: قُطعت,,,
c326df42-7dd5-45e1-b22e-a9d620f4f136,tawheed,easy,"""الطيرة شرك، الطيرة شرك، وما منا إلا…"" والذي يذهبها هو:",الإجابة الصحيحة: التوكل على الله,,,
c4723bbb-7b5e-4367-a261-897ac2764355,tawheed,easy,ما حكم تعلم السحر؟,تعلم السحر كفر، لأنه يستعان فيه بالشياطين.,,,
c5249eee-758d-4e2e-8f28-b0f9306100cc,tawheed,easy,قال النبي ﷺ: الدعاء هو العبادة. ماذا يعني ذلك؟,الدعاء عبادة عظيمة، فلا يجوز صرفها لغير الله.,,,
c68cab87-c801-4d1f-bd2f-869373b36903,tawheed,easy,ما حكم الرقية بالقرآن والأدعية الصحيحة؟,الرقية الشرعية جائزة، وقد كان النبي ﷺ يرقي ويُرقى.,,,
c8762ee3-e24d-4cf7-a3de-49d30a412e53,tawheed,easy,ما معنى (لا إله إلا الله)؟,معنى لا إله إلا الله: لا معبود بحق إلا الله وحده.,,,
cabe3338-0c2a-4919-8fda-3ff1f5683271,tawheed,easy,ما معنى الجن في قوله: (وما خلقت الجن والإنس إلا ليعبدون)؟,الجن: عالم عظيم مكلفون مثل الإنس، لكننا لا نراهم.,,,
cd227066-93f7-42f7-aead-2ac78970fef6,tawheed,easy,معنى لا إله إلا الله: لا خالق إلا الله.,بل معناها: لا معبود بحق إلا الله.,,,
ce9815eb-4c30-4d25-83b1-9bc8daf87147,tawheed,easy,"بيّن النبي ﷺ أن عبادتهم كانت في أنهم: ""يُحرّمون ما أحلّ الله"" و""يُحلّون ما"":",الإجابة الصحيحة: حرّم الله,,,
cf8afd35-6bf5-4c83-927e-dfd142b2c05b,tawheed,easy,ما أول ما يُدعى إليه الناس في الإسلام؟,لما بعث النبي ﷺ معاذاً إلى اليمن قال: فليكن أول ما تدعوهم إليه شهادة أن لا إله إلا الله.,,,
d1e635d0-58cb-4382-a1e6-8a19f19160ce,tawheed,easy,قال المنافق: ما رأينا مثل قرّائنا أرغب بطوناً ولا أكذب:,الإجابة الصحيحة: ألسناً,,,
d3ef73b7-d767-4445-a6d7-c1f92032be45,tawheed,easy,الحلف بغير الله مثل (وحياة أبي) حكمه:,الحلف بغير الله شرك أصغر، وقد قال النبي ﷺ: من حلف بغير الله فقد أشرك.,,,
da419f24-e82d-4e63-800d-0bde0f05c9d2,tawheed,easy,ما أول واجب على المكلف؟,أول واجب على المكلف: التوحيد.,,,
dde748f3-944f-48dd-9cfa-9eacb9d794b9,tawheed,easy,"العطف بـ""الواو"" في ""ما شاء الله وشئت"" يقتضي:",الإجابة الصحيحة: التسوية والمشاركة,,,
e069ac98-4775-48e3-be48-d8928457a9fc,tawheed,easy,ما حق العباد على الله إذا حققوا التوحيد؟,الإجابة الصحيحة: ألا يعذّبهم,,,
e38041fa-f089-49f2-bb06-fad0e2509d20,tawheed,easy,"""من كان حالفاً فليحلف بالله أو"":",الإجابة الصحيحة: ليصمت,,,
e7e685cc-fe28-402f-9b70-e73d13323972,tawheed,easy,"الذي سبق عكاشة إلى دعوة ""اجعلني منهم"":",الإجابة الصحيحة: عكاشة بن محصن,,,
ef244f51-55d8-4cee-971b-0b0a39a1fa7a,tawheed,easy,ثم الزكاة تُؤخذ من أغنيائهم فتُرَدّ على:,الإجابة الصحيحة: فقرائهم,,,
f003aeaa-645e-497f-a9e8-7d2baaa12541,tawheed,easy,سبب الخوف على النفس من الشرك أنه:,الإجابة الصحيحة: خفيّ قد يقع فيه المرء,,,
f26ff221-483b-4771-945e-c1531d473434,tawheed,easy,الطعن في النسب والنياحة على الميت من أمر:,الإجابة الصحيحة: الجاهلية,,,
fa7be18f-983b-4d45-bdcb-3f5a953e66e2,tawheed,easy,ما حكم تعليق التمائم إذا اعتقد صاحبها أنها تنفع وتضر بذاتها؟,اعتقاد أن التميمة تنفع أو تضر بذاتها شرك أكبر.,,,
fb60de2f-fc44-4993-b203-9de82afc6249,tawheed,easy,"قال له النبي ﷺ: ""انزعها فإنها لا تزيدك إلا"":",الإجابة الصحيحة: وهناً,,,
fcbcf713-b692-4fbf-a3e4-097b3dcb5320,tawheed,easy,ما حكم الذبح لغير الله (كالأضرحة أو الجن)؟,الذبح عبادة لا تصرف إلا لله، وصرفها لغير الله شرك أكبر.,,,
ffc70d6e-554d-47e2-8984-a85f4a5ae1ac,tawheed,easy,من فضائل التوحيد أنه:,الإجابة الصحيحة: يكفّر الذنوب وينجّي من النار,,,
00fb1757-a23c-46e3-a4dc-825537d500c3,tawheed,hard,"""لعن الله من ذبح لغير الله"" — رواه عن النبي ﷺ:",الإجابة الصحيحة: علي بن أبي طالب,,,
01411f75-cd2c-4953-8a1f-2ef0f319ca43,tawheed,hard,في حديث رويفع: من عقد لحيته أو تقلّد وتراً فإن محمداً ﷺ منه:,الإجابة الصحيحة: بريء,,,
02f967d7-3d39-4e8b-94af-6ac26e2825fe,tawheed,hard,رُخّص من الرقى ما خلا من:,الإجابة الصحيحة: الشرك,,,
0540c488-1aa2-4648-a88b-b6cfc63aafa8,tawheed,hard,"""التولة"" شيء يصنعونه يزعمون أنه يحبّب:",الإجابة الصحيحة: المرأة إلى زوجها,,,
0772dbba-e3d7-4eff-8448-f28d3546aed5,tawheed,hard,تعليق الأوتار على الدوابّ حكمه في الباب:,الحكم الصحيح هو «التحريم»، كما قرّره النصّ الشرعيّ في الباب.,,,
0b1422bb-6481-49a0-aef1-b939c2d5974b,tawheed,hard,أنواع التوحيد الثلاثة هي:,التوحيد ثلاثة أنواع: الربوبية، الألوهية، الأسماء والصفات.,,,
0c5ed0aa-34ac-43a1-98ed-6e300dcc48c4,tawheed,hard,بعد التوحيد، أمر معاذ أن يعلمهم أن الله افترض عليهم:,الإجابة الصحيحة: خمس صلوات,,,
0c86aaf7-4148-4e4d-9cb7-45cda221595d,tawheed,hard,"لعن النبيُّ ﷺ ""زوّارات القبور""، وهنّ:",الإجابة الصحيحة: النساء,,,
0c92ec8b-2c69-42c5-8437-c492a60e8cf4,tawheed,hard,الرقى التي رخّص فيها النبي ﷺ ما خلا من:,الإجابة الصحيحة: الشرك,,,
0ea1a601-4880-40d6-89fb-202bd2e364cd,tawheed,hard,الرجل الذي دخل الجنة في الحديث:,الإجابة الصحيحة: أبى أن يقرّب شيئاً للصنم,,,
110a9b48-016f-425e-bc52-de89b5755947,tawheed,hard,الأربع كلمات التي لُعن فيها: من ذبح لغير الله، ومن لعن والديه، ومن آوى محدثاً، ومن:,الإجابة الصحيحة: غيّر منار الأرض,,,
12665606-bd43-4f2b-88f6-2a730ffb5564,tawheed,hard,"معنى ""حنيفاً"" في وصف إبراهيم عليه السلام:",«المقبل على الله المعرض عما سواه» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
13d43d42-9990-4713-b002-fb1a5a675b9c,tawheed,hard,ما حكم الاستسقاء بالأنواء (النجوم)؟,نسبة المطر إلى النجم شرك.,,,
17f4bbe9-0e38-4961-8a0d-c3f8c7996f10,tawheed,hard,النشرة هي حلّ السحر عن المسحور، والمذموم منها ما كان:,الإجابة الصحيحة: بسحر مثله,,,
1a068bcd-7d1d-47ab-9b13-5d6477da8892,tawheed,hard,"""ومن يؤمن بالله يهدِ"":",الإجابة الصحيحة: قلبه,,,
1b0d091c-4d9b-48f8-8ab5-62258fdea495,tawheed,hard,الذبح لغير الله من الشرك، وقد لعن النبيُّ ﷺ:,الإجابة الصحيحة: من ذبح لغير الله,,,
1b9766d1-9a5b-4a94-b14e-3d25da5ed64d,tawheed,hard,"المراد بـ ""الظلم"" في قوله ""ولم يلبسوا إيمانهم بظلم"" هو:",الإجابة الصحيحة: الشرك,,,
1be4689e-37de-4de9-b361-2187cfb9ec48,tawheed,hard,التميمة شيء يُعلّق على الأولاد لـ:,الإجابة الصحيحة: اتقاء العين,,,
1e67431e-be17-46f1-b433-cf855176e811,tawheed,hard,الذبح عبادة، وصرفها لغير الله:,الإجابة الصحيحة: شرك أكبر,,,
1f0cf859-4da1-4cd2-99ea-e2d8b77a8ba5,tawheed,hard,"قال النبي ﷺ لصاحب حلقة الصُّفر: ""انزعها فإنها لا تزيدك إلا"":",الإجابة الصحيحة: وهناً,,,
213fc1f9-d919-4153-b28a-6e53cb13acce,tawheed,hard,تعلم السحر كفر.,لأنه لا يُتوصل إليه إلا بالاستعانة بالشياطين.,,,
222835a7-bf8e-4264-9437-e8169feb6755,tawheed,hard,طاعة العلماء والأمراء واجبة ما لم تكن في:,الإجابة الصحيحة: معصية الله,,,
231ef2e8-a6b0-46f3-a316-6a096ce1f9e5,tawheed,hard,ما حكم من يذبح للجن عند بناء بيت؟,الذبح لغير الله شرك أكبر.,,,
2321374c-22ba-42fd-8659-0bbac1c51a1f,tawheed,hard,الفرق بين الشرك الأكبر والأصغر أن الأكبر:,الإجابة الصحيحة: يحبط جميع الأعمال ويخلّد في النار وينقل عن الملة,,,
2441486d-a768-4857-935a-614ad9ab871d,tawheed,hard,"من فوائد حديث ""أخوف ما أخاف عليكم الشرك الأصغر"":",الإجابة الصحيحة: أن الشرك ينقسم إلى أكبر وأصغر,,,
25eba9f1-0313-4d09-84de-2e2392745b77,tawheed,hard,العبادة شرعاً اسم جامع لـ:,الإجابة الصحيحة: كل ما يحبه الله ويرضاه من الأقوال والأعمال,,,
27a75181-bb54-44ef-b6dc-b3a84b8cc079,tawheed,hard,جعل الأنداد لله في هذا الباب فسّره ابن عباس بقوله تعالى:,الإجابة الصحيحة: فلا تجعلوا لله أنداداً,,,
27f25b39-1fc0-48c5-9ad7-bd92cf8a34be,tawheed,hard,الغلو في القبور وسيلة إلى الشرك الأكبر وهو:,الإجابة الصحيحة: عبادة الأموات,,,
28d93271-c490-4828-8ec0-c6f3bc7164a8,tawheed,hard,الحلف بالله كاذباً استهانةٌ بـ:,الإجابة الصحيحة: عظمة الله,,,
2a3acb5b-d7fb-4ac6-940f-2f83e41c9ef0,tawheed,hard,بعث النبي ﷺ معاذاً إلى:,الإجابة الصحيحة: اليمن,,,
2b962163-7813-4e7d-a437-dcdc932a8281,tawheed,hard,التبرّك بالأشجار والأحجار طلبٌ لـ:,الإجابة الصحيحة: البركة منها,,,
2d17dec8-d5ef-4210-8578-6e9e88211c69,tawheed,hard,"لعن ""من آوى محدثاً"" — المحدث هنا:",الإجابة الصحيحة: الجاني أو المبتدع,,,
2ddfede0-6d52-419e-a2dd-59c4f226c40c,tawheed,hard,"""من قطع تميمة من إنسان كان كعِدل"":",الإجابة الصحيحة: رقبة,,,
2e703534-cc6b-4d6d-bb45-9a44701a3c65,tawheed,hard,القوم كان لهم صنم لا يجوزه أحد حتى:,الإجابة الصحيحة: يُقرّب له شيئاً,,,
2edfe686-6613-43a0-8168-279537f178a0,tawheed,hard,شبّه النبي ﷺ طلبهم ذات أنواط بقول بني إسرائيل:,الإجابة الصحيحة: اجعل لنا إلهاً,,,
2f27a3e9-14bb-4189-8026-5fc0f4a2b096,tawheed,hard,الصواب أن يُقال:,الإجابة الصحيحة: ما شاء الله ثم شئت,,,
34f0da6e-4ab8-4721-b1eb-1105c59d76f2,tawheed,hard,ما حكم التوسل بجاه النبي ﷺ؟,التوسل بالجاه لم يرد عن السلف، وهو ذريعة إلى الشرك.,,,
3b9083b9-d76b-444d-b4f1-698004306c91,tawheed,hard,لبس الحلقة والخيط لدفع البلاء — إن اعتقد أنها تدفع بذاتها فهو شرك:,الإجابة الصحيحة: أكبر,,,
3b9dfaa1-71d8-43d4-9186-ac1b6a1d3774,tawheed,hard,سبّ الدهر يقع عند:,الإجابة الصحيحة: نزول المصائب,,,
3c1296c6-fc29-4510-b981-c26adbde2704,tawheed,hard,"في حديث ""ذات أنواط"": كان المشركون يعكفون عند سدرة و:",الإجابة الصحيحة: ينوطون بها أسلحتهم,,,
3cf3c896-862d-4d67-adcf-45cb7953fb21,tawheed,hard,اتخاذ الشفعاء من دون الله من:,الإجابة الصحيحة: الشرك,,,
3dd4b276-8f45-44cb-9687-a9698d9c17a0,tawheed,hard,"معنى ""الدهر"":",«الوقت والزمان» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
3e1ef6b1-3509-4241-9ff6-cea12fc2c0ea,tawheed,hard,"""لا تجعلوا بيوتكم قبوراً ولا تجعلوا قبري"":",الإجابة الصحيحة: عيداً,,,
3eceeead-10fc-43d9-8d95-773316ea05e3,tawheed,hard,حكم نسبة المطر إلى الأنواء:,نسبة المطر إلى النجم شرك.,,,
40bc29cf-0f21-4126-a200-85f313d0c18a,tawheed,hard,مذهب السلف في أسماء الله وصفاته هو التأويل.,مذهب السلف إمرارها كما جاءت.,,,
4140eba5-8540-463b-b584-4e5747ce9e4c,tawheed,hard,الحلف بغير الله سببه قلّة:,الإجابة الصحيحة: تعظيم الرب,,,
452c347d-22df-4d85-8dcf-2387bcba806c,tawheed,hard,الزكاة تؤخذ من أغنياء القوم وتُرد على:,الإجابة الصحيحة: فقرائهم,,,
489d67b5-aaf6-4657-be72-919c5875ee6b,tawheed,hard,من الأمور الأربعة التي وردت في حديث عليّ: لعن الله من ذبح لغير الله، ومن لعن:,«والديه» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.,,,
48ee7845-f5f6-4d90-9da0-6f890e9ca6dc,tawheed,hard,"""فصلِّ لربك وانحر"" دليل على أن النحر يكون:",الإجابة الصحيحة: لله وحده,,,
4bab0c4c-4e6e-4433-bd54-d13de14727a0,tawheed,hard,الذي كان يعجب النبي ﷺ ويأذن به هو:,الإجابة الصحيحة: الفأل,,,
4bf8602f-a602-45dc-8ba3-ac52b6cc6df9,tawheed,hard,الكاهن هو الذي يدّعي علم:,الإجابة الصحيحة: الغيب المستقبل,,,
51990c98-78e7-45db-ac60-ae2b4110517f,tawheed,hard,التطيّر هو:,الإجابة الصحيحة: التشاؤم بالطير ونحوه,,,
526056fb-6bfe-46d4-8757-bb10474f3c3b,tawheed,hard,"""وهو العليّ"" تتضمن لله علوّ:",الإجابة الصحيحة: الذات والقدر والقهر,,,
5694cbcb-e4ae-4674-896c-2656f9239202,tawheed,hard,"من قال ""مُطرنا بنوء كذا"" معتقداً أن النوء فاعل:",الإجابة الصحيحة: كفر أكبر,,,
56d84e5c-b1b8-4f05-b1f1-3c73e0ff1e31,tawheed,hard,"المراد بـ ""الصراط"" في قوله ""وأن هذا صراطي مستقيماً"" هو:",الإجابة الصحيحة: كتاب الله وسنة رسوله لأنهما طريق إلى الجنة,,,
587174d4-898d-44e1-9bd4-3ed80bd0c051,tawheed,hard,إفراد الله بالخلق والملك والتدبير هو:,الإجابة الصحيحة: توحيد الربوبية,,,
58846605-e74a-4fa3-a38b-7030618cc9ea,tawheed,hard,"""ما شاء الله وشئت"" عبارة:",الإجابة الصحيحة: محرمة,,,
596c922b-de21-40ea-80fa-f55a8e85f28b,tawheed,hard,الرياء من أمثلة:,الإجابة الصحيحة: الشرك الأصغر,,,
6271b1a1-a78c-406d-8f0d-c4e74b19cdd0,tawheed,hard,"معنى ""وأنا أُقلّب الليل والنهار"":",«أنا مدبّر الزمان ومصرّفه» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
633384a1-5bf2-43af-b108-05584fb1c1a1,tawheed,hard,سبب النهي عن سبّ الريح أنه:,الإجابة الصحيحة: خلق مدبّر، فيرجع السبّ إلى خالقها ومدبّرها,,,
6442a927-fbac-4744-87e4-56385f432ac1,tawheed,hard,"معنى ""العبادة"" في اللغة هو:",«التذلل والخضوع» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
64c80a59-b7bf-4c43-b0af-4029db51c458,tawheed,hard,"قال ﷺ: ""لا تحلفوا"" بـ:",الإجابة الصحيحة: آبائكم,,,
654e7e3e-b5a0-4be7-9adc-8568f5b456a8,tawheed,hard,"""اتخذوا أحبارهم ورهبانهم أرباباً من دون الله"" فُسّر اتخاذهم أرباباً بأنهم:",الإجابة الصحيحة: أطاعوهم في تحليل الحرام وتحريم الحلال,,,
6a3a6490-ff2a-4ad8-b7e1-51caca18e6ca,tawheed,hard,يجوز دعاء الأموات والاستغاثة بهم.,دعاء الأموات شرك أكبر.,,,
