id,book,level,question_text,source_quote_current,book_page_NEW,source_quote_NEW,notes
6cbd581e-6a2f-44d9-9e8f-451dc7922513,tawheed,medium,التمائم التي رخّص فيها بعض السلف هي المُعلّق من:,الإجابة الصحيحة: القرآن,,,
6e2924ca-70c4-410e-9a92-ee2fc9d0358b,tawheed,medium,والآخر دخل الجنة في:,الإجابة الصحيحة: ذُباب,,,
6e55abe0-45c5-4cb2-a74a-6f97e74dbd6f,tawheed,medium,لماذا اعتُبر التطير شركاً؟,التطير شرك لأنه اعتقاد أن ما يُتشاءم به يجلب الضر.,,,
7559b2f1-0aac-4619-8642-7c17ead6ed45,tawheed,medium,الشرك الذي يُحبط جميع الأعمال ويخلّد صاحبه في النار هو:,الإجابة الصحيحة: الشرك الأكبر,,,
7b215406-6b92-4e5b-a4c7-d209ee5ca70e,tawheed,medium,"""ومن حُلف له بالله"" — فعليه أن:",الإجابة الصحيحة: يرضى,,,
7b88d575-87a2-4075-91d9-a8abf32bd235,tawheed,medium,الملائكة تصيبهم عند سماع كلام الله:,الإجابة الصحيحة: غشية وخوف,,,
7ca6cb74-a333-4a59-8a47-d044b6ea22c5,tawheed,medium,"""لا عدوى ولا طيرة ولا هامة ولا"":",الإجابة الصحيحة: صَفَر,,,
7ce4f02d-5578-4774-9000-c08a6ca03073,tawheed,medium,"ومنها: ""لعن الله من غيّر"":",الإجابة الصحيحة: منار الأرض,,,
7dcddf2f-9a9d-4812-94fd-6736035dd65e,tawheed,medium,"""قانتاً"" معناها دوام:",الإجابة الصحيحة: الطاعة,,,
7ef4ed31-94f8-46f9-9e5f-09a7b902e4b2,tawheed,medium,"""الواهنة"" مرض يأخذ في:",الإجابة الصحيحة: العضد (الكتف),,,
80bc1390-88d3-4749-b6f5-8ec7faf53c88,tawheed,medium,لماذا سُمي الشرك ظلماً في القرآن؟,الشرك ظلم عظيم لأنه يتضمن التسوية بين الخالق والمخلوق.,,,
819843ba-85de-4777-b093-0e222ef2fde2,tawheed,medium,الحلف بغير الله — حكمه:,الحكم الصحيح هو «لا يجوز مطلقاً»، كما قرّره النصّ الشرعيّ في الباب.,,,
87c0642e-bfe5-4aa1-8843-14455b9f2230,tawheed,medium,لبس الحلقة أو الخيط لدفع البلاء شرك إذا اعتقد أنها تدفع بنفسها.,من تعلق شيئاً وكل إليه.,,,
8a19316f-2937-4ed3-93d7-b9378fcc730a,tawheed,medium,"""واتّق دعوة المظلوم فإنه ليس بينها وبين الله"":",الإجابة الصحيحة: حجاب,,,
8ba2d1f5-e3da-4101-95a5-30521ced0fa5,tawheed,medium,الذين يدخلون الجنة بغير حساب عددهم:,الإجابة الصحيحة: سبعون ألفاً,,,
8cb75807-d5e2-4536-ad27-67b5608344cd,tawheed,medium,في الباب ردٌّ على المشركين الذين يعبدون:,الإجابة الصحيحة: الملائكة والأنبياء والصالحين,,,
8dd9a497-e703-41b0-8273-31620839e3c7,tawheed,medium,"""النوء"" في الأصل يُطلق على:",الإجابة الصحيحة: منازل القمر/النجوم,,,
93710d33-5a37-4812-9ff4-5b4b44916ad5,tawheed,medium,لماذا اعتُبر التبرك بالأحجار والأشجار شركاً؟,التبرك بغير ما ورد به الشرع يعتبر شركاً إذا اعتقد أن ذلك الشيء يبارك بذاته.,,,
93d8020b-061b-4abe-a54b-5f4eee4de041,tawheed,medium,"قول ""ما شاء الله ثم شئت"" — حكمه:",الحكم الصحيح هو «جائز»، كما قرّره النصّ الشرعيّ في الباب.,,,
945f8d29-b14d-4eee-bf99-c3fb8f9b5ffd,tawheed,medium,الرُّقية الجائزة هي الخالية من الشرك، وما خصّها الدليل منها رقية:,الإجابة الصحيحة: العين والحُمَة,,,
95aa3249-3986-447e-9686-cead1d5540a6,tawheed,medium,الرقية بالقرآن والأدعية الصحيحة جائزة.,الرقية الشرعية مستحبة.,,,
98bb8c47-a9c9-474b-a250-a2818b4da387,tawheed,medium,"""من علّق تميمة فقد أشرك"" — هذا الشرك:",الإجابة الصحيحة: أصغر أو أكبر بحسب الاعتقاد,,,
9980f48a-b3d0-4514-981c-6f7247604a7d,tawheed,medium,ما الفرق بين الأمن الكامل والهداية الكاملة في فضل التوحيد؟,قال تعالى: (الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون).,,,
a121ca42-71f0-4276-a547-9e7522fca678,tawheed,medium,"""لعن الله من غيّر منار"":",الإجابة الصحيحة: الأرض,,,
a22ef60a-3ecb-45e2-a127-af2c81a6db99,tawheed,medium,الاستهزاء بالله وآياته ورسوله:,الإجابة الصحيحة: كفر,,,
a2c8e47d-a2f4-47f0-be94-239e2326c8e1,tawheed,medium,"""لا تعتذروا قد كفرتم بعد"":",الإجابة الصحيحة: إيمانكم,,,
a37c64c3-c58e-4638-9e39-7ba1c5696441,tawheed,medium,الشرك سمّي ظلماً لأنه:,الإجابة الصحيحة: وضع للعبادة في غير موضعها,,,
a3dc0dad-7499-4c95-8431-f59df6223f90,tawheed,medium,الاستعانة بالحيّ الحاضر القادر فيما يقدر عليه:,الإجابة الصحيحة: جائزة,,,
a81056cb-d3e3-4c51-8268-eb1ba5704758,tawheed,medium,قول: توكلت على الله وعليك شرك أصغر.,الواو تقتضي التشريك.,,,
ac20e8b9-b785-4d0d-ad10-3e723f64199e,tawheed,medium,تعليق التمائم اعتقاداً أنها تدفع الضر بنفسها من:,الإجابة الصحيحة: الشرك,,,
ae94b9d1-c321-41c4-8682-240b03f98174,tawheed,medium,التشريع من خصائص:,الإجابة الصحيحة: الربوبية,,,
b0665efd-db1d-4d4c-bb9f-47f6b746da95,tawheed,medium,"في رواية: ""لا تسبّوا الدهر فإن الله"":",الإجابة الصحيحة: هو الدهر,,,
b35cfcc2-375b-4c14-850f-a5077d9a3669,tawheed,medium,التميمة المعلّقة إذا كانت من القرآن، فابن مسعود كان:,الإجابة الصحيحة: ينهى عنها,,,
b4c48977-b3ad-45a7-90f4-cf0e750007c4,tawheed,medium,أول ما يدعو إليه معاذ أهل اليمن:,الإجابة الصحيحة: شهادة أن لا إله إلا الله,,,
b8d049a1-9269-448f-b283-a29386643a8e,tawheed,medium,"""من علّق تميمة فلا أتمّ الله له"" — رواه عن النبي ﷺ:",الإجابة الصحيحة: عقبة بن عامر,,,
ba197b8b-fbff-43d5-be90-f04ed5ec912e,tawheed,medium,من اعتقد أن الدهر فاعل مستقلّ مع الله فهو:,الإجابة الصحيحة: مشرك,,,
bb4f46f3-dd0a-4677-921d-6467255f6e4a,tawheed,medium,الرقى المشروعة خُصّت بما يكون من العين و:,الإجابة الصحيحة: الحُمة (لدغة ذات السم),,,
c06cb748-cd3b-4529-940b-a3f237ed7fde,tawheed,medium,تعلم النجوم لمعرفة الفصول والأوقات جائز.,أما الاعتقاد بتأثيرها فحرام.,,,
c456ef68-5e71-4cfe-8712-e1bcadd8ca07,tawheed,medium,متى تكون الرقية شركاً؟,الرقية المحرمة: ما كان فيها استعانة بالجن أو بأسماء مجهولة.,,,
c4b52c3b-55ab-4845-a2a5-df699196d21a,tawheed,medium,النهي عن سبّ الريح لأنه يخل بـ:,الإجابة الصحيحة: التوحيد,,,
c54d1682-3662-427d-a959-c54766568898,tawheed,medium,من سبّ الدهر فقد آذى الله، لأنه في الحقيقة يسبّ:,الإجابة الصحيحة: مدبّر الأمور (الله),,,
c674604e-9fb0-44f3-9951-6ddac545fe18,tawheed,medium,سبّ الدهر إذا اعتُقد أنه فاعلٌ مع الله:,الإجابة الصحيحة: شرك,,,
c6d5c2e9-e741-4c7a-903f-61107e63097e,tawheed,medium,لا يملك أحدٌ شفاعةً عند الله إلا بـ:,الإجابة الصحيحة: إذنه,,,
cdcf1909-c177-465a-8192-c6ba6fd2bdd7,tawheed,medium,ما هو الشرك الأصغر الذي خشيه النبي ﷺ على أمته أكثر من المسيح الدجال؟,قال ﷺ: أخوف ما أخاف عليكم الشرك الأصغر قالوا: وما هو؟ قال: الرياء.,,,
ce175776-7e1a-4c24-8e2b-6d7fa940acf8,tawheed,medium,"""من حلف بالله فليصدق، ومن لم يرضَ فليس"":",الإجابة الصحيحة: من الله,,,
cfdd27aa-ea8f-4d5c-8399-15db5d17af9a,tawheed,medium,الذي أبى أن يُقرّب ولو ذُباباً فضربوا عنقه — مصيره:,الإجابة الصحيحة: دخل الجنة,,,
cfe3b156-db45-49b2-8f99-009186fbdb2b,tawheed,medium,التوحيد الذي هو إفراد الله بالعبادة يسمى:,الإجابة الصحيحة: توحيد الألوهية,,,
d059e34a-7c7e-4a2c-8519-1761c2526453,tawheed,medium,"""اللات"" في الأصل كان رجلاً:",الإجابة الصحيحة: يلتّ السويق للحاج,,,
d430321b-4e43-4a98-940c-3a532f545876,tawheed,medium,والذي لم يقرّب شيئاً وقُتل في حديث الذباب:,الإجابة الصحيحة: دخل الجنة,,,
d8dfe2df-419d-44df-96af-9dfcb47357db,tawheed,medium,ما حكم النشرة (حل السحر بالسحر)؟,النشرة الجاهلية محرمة.,,,
da573aab-8ad3-4fb2-a37d-2bcd5aa4993d,tawheed,medium,سبّ الدهر محرّم لأن مدبّر ما يجري فيه هو:,الإجابة الصحيحة: الله,,,
dcdd2714-5e35-4b4c-811d-feaab1306cfd,tawheed,medium,كم عدد الذين يدخلون الجنة بغير حساب؟,سبعون ألفاً مع كل ألف سبعون ألفاً.,,,
de6475f4-5d82-4bb1-a4c6-2708898479dd,tawheed,medium,ماذا قال النبي ﷺ لعلي رضي الله عنه قبل فتح خيبر؟,قال ﷺ: فوالله لأن يهدي الله بك رجلاً واحداً خير لك من حمر النعم.,,,
de746897-feac-4d53-a637-db751ad1b7bf,tawheed,medium,الصبر على أقدار الله المؤلمة:,الإجابة الصحيحة: من تمام الإيمان,,,
df5108ef-c680-4871-90b4-f87d718b4d57,tawheed,medium,ما حكم الذبح لله في مكان كان يُذبح فيه لغير الله سابقاً؟,النبي ﷺ أذن للرجل بالوفاء بنذره بعد أن سأله: هل كان فيها وثن يعبد أو عيد لهم؟,,,
e13e4ad4-c63c-4d9a-a525-05a58d7d52f1,tawheed,medium,"""من حُلف له بالله فليرضَ، ومن لم يرضَ فليس من"":",الإجابة الصحيحة: الله,,,
e4f11a98-c645-4925-928b-ca8c3de9bd02,tawheed,medium,الشفاعة التي نفاها القرآن هي:,الشفاعة التي فيها شرك منتفية يوم القيامة.,,,
e5a18ba9-d424-4953-97f5-cc4a52c7bce8,tawheed,medium,"لمّا طلب الصحابة ""اجعل لنا ذات أنواط"" شبّه النبي ﷺ قولهم بقول بني إسرائيل:",الإجابة الصحيحة: اجعل لنا إلهاً,,,
e9dc8ba1-872d-4fe5-8cf4-5b519fd0658b,tawheed,medium,كلما انتشر الجهل في الأمة ظهر الكهان، وكلما كثر العلم:,الإجابة الصحيحة: قلّ الكهان,,,
ee6a5d9b-c802-4d0d-b362-8eefb47ea716,tawheed,medium,يجب على الداعية أن يبدأ دعوته بتعليم الصلاة.,بل يبدأ بالتوحيد كما أمر النبي ﷺ معاذاً.,,,
ee92bd22-8a60-47b8-9724-c57ae4a75560,tawheed,medium,يُكنّى الرجل بأكبر:,الإجابة الصحيحة: بنيه,,,
f0551af9-8f63-4254-a7e1-8c148f6bafe9,tawheed,medium,التِّوَلة شيء يُصنع يزعمون أنه:,الإجابة الصحيحة: يحبب المرأة إلى زوجها,,,
f4330c7d-83b9-4bc4-811e-20ec13c8aeac,tawheed,medium,حذّر النبي ﷺ معاذاً من أخذ كرائم الأموال، أي:,الإجابة الصحيحة: خيار المال,,,
f48ef856-cf46-4a40-8e36-5f7104f14a90,tawheed,medium,ما حكم إتيان الكهان والعرافين؟,من أتى عرافاً فسأله عن شيء لم تقبل له صلاة أربعين ليلة.,,,
f5eb6a70-be43-46d8-afe3-a3481c2b6759,tawheed,medium,"""منار الأرض"" المقصود به:",الإجابة الصحيحة: حدودها وأعلامها الفاصلة,,,
f6d3272b-18d7-4a62-9b25-d6e3eb67bb3c,tawheed,medium,"معنى ""يؤذيني ابن آدم"" أنه يصف الله بـ:",«صفات النقص» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
f810ad04-6a66-4c32-b8fe-47d23f1c8b75,tawheed,medium,لماذا كان تعلم السحر كفراً؟,السحر لا يُتعلم إلا بعبادة الشياطين.,,,
f9c455f2-6200-44ab-9579-8051fa885501,tawheed,medium,لُعن في الحديث من آوى:,الإجابة الصحيحة: مُحدِثاً,,,
fa79f07c-f0d9-4a92-a28b-ee47d2104c53,tawheed,medium,"في حديث ""دخل رجل النار في ذُباب"" دخلها لأنه:",الإجابة الصحيحة: قرّب ذباباً لصنم,,,
fabf0772-732e-463b-92b2-d086fe371727,tawheed,medium,"في الحديث القدسي: ""أصبح من عبادي مؤمن بي و"":",الإجابة الصحيحة: كافر,,,
fb26ac3b-5e44-4831-89a2-446a7b7efa67,tawheed,medium,الخوف من غير الله كالخوف من الموتى تعبداً شرك أكبر.,لأنه خوف تعبدي صُرف لغير الله.,,,
fc43ad7d-27ed-4266-816b-603cd16efb3e,tawheed,medium,التولة (تحبيب المرأة لزوجها) من الشرك.,قال ﷺ: إن الرقى والتمائم والتولة شرك.,,,
fd61d4aa-78b5-4fdc-8cea-19a35b514b7f,tawheed,medium,الخوف من الشرك الأصغر ورد في حديث:,الإجابة الصحيحة: أخوف ما أخاف عليكم الشرك الأصغر,,,
fe47d3ab-b025-4ed8-b860-2a7a27056af8,tawheed,medium,"النبي ﷺ علّم من أراد الحلف أن يقول: ""وربّ"":",الإجابة الصحيحة: الكعبة,,,
ff421e92-583f-4f6e-9c2c-2d6437826ead,tawheed,medium,لماذا لا يجوز الأمن من مكر الله؟,الأمن من مكر الله من الكبائر.,,,
ff50232f-88ff-44b7-a9c2-220eee83a838,tawheed,medium,محبة النبي ﷺ واجبة وتابعة لمحبة الله.,يجب أن يكون الله ورسوله أحب إلينا مما سواهما.,,,
fffea01c-4f20-4dda-b6f3-866b7de378ba,tawheed,medium,ما الذي يجعل العبد من السبعين ألفاً الذين يدخلون الجنة بغير حساب؟,الحديث دل على أن من حقق التوحيد وتوكل على الله كان من السبعين ألفاً.,,,
07d01f29-b988-4574-8ca1-9cedad8ca864,usool,easy,ما الأسئلة الثلاثة في القبر؟,من ربك؟ وما دينك؟ ومن نبيك؟,,,
16ecb0b3-3e5e-4823-ac0f-7440174c37e1,usool,easy,ما الدليل على أن العلم قبل العمل؟,بدأ بالعلم قبل القول والعمل.,,,
291b441a-fc15-4d1c-b359-25c129fd1a64,usool,easy,صبر العبد ثلاثة أنواع: على الطاعة، وعن المعصية، و:,الإجابة الصحيحة: على أقدار الله المؤلمة,,,
323ba563-ffd8-455e-8551-dfc13d4656c3,usool,easy,من هو مؤلف الأصول الثلاثة؟,شيخ الإسلام محمد بن عبد الوهاب التميمي رحمه الله.,,,
36a87ca3-1a33-46b7-8640-d9cf7215d72d,usool,easy,الأصول الثلاثة التي يُسأل عنها العبد هي:,الإجابة الصحيحة: معرفة الله ونبيه ودينه,,,
390a98fa-c43d-41d2-80f0-82a6894ba5db,usool,easy,المؤلف وُلد في مكة.,ولد في بلدة العيينة.,,,
3c6a55b5-9c87-4cbe-8963-9ea596edf789,usool,easy,من هو نبينا؟,نبينا محمد بن عبد الله بن عبد المطلب بن هاشم.,,,
3de5c20f-1bb6-4549-b43b-be29806bc6f8,usool,easy,كم عمر النبي ﷺ؟,له من العمر ثلاث وستون سنة.,,,
45744265-d776-4a7b-8138-ea1a59c9f040,usool,easy,معرفة الله تكون بمعرفة:,الإجابة الصحيحة: آياته ومخلوقاته,,,
45b11c1a-6569-4653-85ee-fc3397d5dce7,usool,easy,لماذا سميت بالأصول الثلاثة؟,لأنها تتحدث عن الأمور الثلاثة التي يسأل عنها الإنسان في قبره.,,,
49500208-c784-41c5-a418-1802ec43e18b,usool,easy,الصبر المطلوب في تعلّم العلم ثلاثة أنواع، منها:,الإجابة الصحيحة: الصبر على طاعة الله,,,
5963941f-e801-4c27-8a42-2e1bc89e00f6,usool,easy,متى توفي المؤلف؟,توفي عام 1206 هجرية.,,,
6338b109-396a-450a-b982-6b8a23addb26,usool,easy,مراتب الدين ثلاث هي:,الإجابة الصحيحة: الإسلام والإيمان والإحسان,,,
63d10ede-72e5-4c47-9f9e-cdaeb91e8864,usool,easy,الدعوة إلى الله تكون:,الإجابة الصحيحة: على بصيرة,,,
66db9e22-c10c-44ad-875c-e8081d21d442,usool,easy,النبي ﷺ عاش 63 سنة.,,,,
75c3be96-2261-4505-8c3f-34a2b4881ff0,usool,easy,مرتبة الإحسان أن تعبد الله:,الإجابة الصحيحة: كأنك تراه,,,
79265c77-c40b-45ad-a367-5a5b6b88e4ef,usool,easy,إذا قيل لك: من ربك؟ فماذا تقول؟,ربي الله الذي رباني بنعمه وهو معبودي.,,,
79aede6f-0a02-4c6e-b467-0d0445355194,usool,easy,الأصول الثلاثة سميت بذلك لأنها تشرح أصول الفقه.,بل لأنها تجيب عن أسئلة القبر الثلاثة.,,,
971de374-b952-4843-bd00-fbbb9f29be49,usool,easy,أين ولد المؤلف؟,ولد في بلدة العيينة سنة 1115 هـ.,,,
a2aa5b8f-ab38-43ba-9757-335e4073c5af,usool,easy,معرفة النبي ﷺ تشمل معرفة:,الإجابة الصحيحة: اسمه ونسبه وما بُعث به,,,
c0177eaf-4cb9-4c0a-8e87-1092a0729381,usool,easy,أعظم ما نهى الله عنه هو:,أعظم ما نهى الله عنه الشرك.,,,
c68b2f57-38b0-4671-ad6d-c546eeea2945,usool,easy,ما المسائل الأربع التي يجب تعلمها؟,العلم، والعمل به، والدعوة إليه، والصبر على الأذى فيه.,,,
cae566ed-4e67-442d-a8bd-df8c76928ebd,usool,easy,بماذا تعرف ربك؟,تعرف ربك بآياته ومخلوقاته.,,,
03f2c78f-e53a-4053-a3ee-a1b9e666220d,usool,hard,مدار قبول العمل على:,الإجابة الصحيحة: الإخلاص والمتابعة,,,
06ded618-669a-40ce-8574-4da46b041242,usool,hard,دليل الذبح لله (النسك):,قوله: (فصل لربك وانحر).,,,
06fc0cee-2813-4e0e-a501-99fe3d43c1ba,usool,hard,مراتب الدين ثلاث: الإسلام والإيمان و:,الإجابة الصحيحة: الإحسان,,,
119d35bc-1357-43b6-a136-0700351ecf99,usool,hard,يجوز النذر لغير الله إذا كان للصالحين.,النذر عبادة لا تصرف إلا لله.,,,
33ffca65-ef4b-479b-a908-fa1a61f140a7,usool,hard,ركن الإحسان أن تعبد الله كأنك:,الإجابة الصحيحة: تراه,,,
368eaefe-d8db-42f8-8490-b4a239b1187c,usool,hard,الهجرة من بلد الشرك إلى بلد الإسلام:,الإجابة الصحيحة: فريضة,,,
445f59e9-9003-48d1-88b1-df671eddbbfd,usool,hard,"""يا أيها المدّثر قم فأنذر"" نزلت فجعلته:",الإجابة الصحيحة: رسولاً,,,
489d8450-b71e-4eab-8653-8af373f67d0d,usool,hard,الدليل على نبوة محمد ﷺ سورة:,الإجابة الصحيحة: المدّثر,,,
4c26105a-8995-4fde-98e5-da810877084d,usool,hard,الأصل الثاني من الأصول الثلاثة هو معرفة:,الإجابة الصحيحة: دين الإسلام بالأدلة,,,
4c3e7acf-29b9-4030-859e-b29dc84fd9f8,usool,hard,"معنى ""لا إله"" في كلمة التوحيد:",«نفي جميع ما يُعبد من دون الله» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
5160169e-5368-44b1-81b7-cf4074a86523,usool,hard,دليل النذر لله:,قوله: (يوفون بالنذر).,,,
52391f7e-5633-46c2-b7f6-2782610cfc37,usool,hard,"""التوحيد"" في تعريف المؤلف هو:",«إفراد الله بالعبادة وترك عبادة ما سواه» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
6d7be3b8-0192-4899-a49d-1e6562155dd0,usool,hard,"معنى ""الحنيفية"" ملة إبراهيم:",«إفراد الله بالعبادة والإعراض عما سواه» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
6dd4f1ed-fc50-4c23-892b-1fae60187295,usool,hard,"""العلم"" المراد في الأصول هو:",الإجابة الصحيحة: معرفة الله ونبيه ودينه بالأدلة,,,
75ec058a-b062-4a7b-a279-0d9998f79d38,usool,hard,أنواع التوحيد ثلاثة هي:,الإجابة الصحيحة: الربوبية والألوهية والأسماء والصفات,,,
7759d92f-b196-4201-962a-558ef300f957,usool,hard,الدين الذي بعث الله به محمداً ﷺ هو:,الإجابة الصحيحة: الإسلام,,,
83b23ea8-83d5-49a4-b927-a67372fbc35a,usool,hard,الخوف والرجاء والتوكل عبادات قلبية.,وهي من أنواع العبادة التي أمر الله بها.,,,
a4c4cb5f-9b20-450b-a192-d6280955ee90,usool,hard,"""العلم"" المطلوب في الأصل الأول هو معرفة:",الإجابة الصحيحة: الله ونبيه ودين الإسلام بالأدلة,,,
bfa74b2a-a0ca-41c0-90ff-eeccd0872cd9,usool,hard,"معنى ""إلا الله"":",«إثبات العبادة لله وحده» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.,,,
d4c2155a-db1c-4adc-aa8a-776f7991c93b,usool,hard,مصارف الزكاة المذكورة في القرآن:,الإجابة الصحيحة: ثمانية أصناف,,,
fd3b3748-4d5e-45a8-98fa-874252ec0136,usool,hard,"ركنا ""لا إله إلا الله"" هما:",الإجابة الصحيحة: النفي والإثبات,,,
fec0ad31-5e95-48e9-adc8-bab72b79906f,usool,hard,"""اقرأ باسم ربك الذي خلق"" نزلت فجعلته:",الإجابة الصحيحة: نبياً,,,
004bafb8-c799-4a85-a78a-46282c27ca1a,usool,medium,ما معنى الهجرة؟,الهجرة: الانتقال من بلد الشرك إلى بلد الإسلام.,,,
01b52421-bfcb-42b0-9034-591c60e3d641,usool,medium,أركان الإيمان ستة، منها:,أن تؤمن بالله وملائكته وكتبه ورسله واليوم الآخر والقدر.,,,
0291b09c-537f-45e0-b8b0-bfaf14d919bc,usool,medium,بماذا أُرسل النبي ﷺ أولاً؟,بعثه الله بالنذارة عن الشرك ويدعو إلى التوحيد.,,,
084f1a43-0d4a-4f47-a707-5d129dbbc1c4,usool,medium,"الشهادة ""محمد رسول الله"" تقتضي:",الإجابة الصحيحة: طاعته فيما أمر وتصديقه فيما أخبر,,,
085b6169-6a01-4998-b190-d30a3296ae00,usool,medium,تعرف ربك بآياته ومخلوقاته.,الليل والنهار والشمس والقمر من آياته.,,,
38050b3a-babc-450a-8904-aa43288de9b8,usool,medium,العلم قبل العمل واجب.,بدأ الله بالعلم قبل القول والعمل.,,,
3d67e37f-25a0-4485-adb0-1e9601625d14,usool,medium,ما تعريف الإحسان؟,أن تعبد الله كأنك تراه.,,,
4116d4b3-fd57-4fc9-a4de-0b12024fef7e,usool,medium,الدعاء نوعان:,دعاء المسألة: طلب الحاجات، ودعاء العبادة: الصلاة والصيام.,,,
44c0fa04-4e25-40dc-8b0e-9a4ea3ff9291,usool,medium,دليل الخوف من الله:,قوله تعالى: (فلا تخافوهم وخافوني إن كنتم مؤمنين).,,,
51b3515c-278d-4df5-a4fb-a7b71c920153,usool,medium,ما هي العبادة؟,العبادة: اسم جامع لكل ما يحبه الله ويرضاه.,,,
5556e086-7f16-4278-9896-2e6a809ae5d4,usool,medium,الرب هو الخالق لهذه الأشياء وهو المستحق للعبادة.,قال ابن كثير: الخالق لهذه الأشياء هو المستحق للعبادة.,,,
63c2cfd9-1172-45ec-b2af-f28925cc1053,usool,medium,الدليل على وجوب الدعوة إلى الله من سورة:,الإجابة الصحيحة: العصر,,,
6769cf7a-283a-402f-9dd6-7c92de767dd5,usool,medium,أول واجب على العبد هو:,الإجابة الصحيحة: معرفة الله,,,
68277684-9448-4d6e-816c-9ea1d9f4eb91,usool,medium,من أنواع العبادة:,الخوف والرجاء والتوكل والرغبة والرهبة والخشوع كلها عبادات.,,,
736116de-b4ed-4a86-88b9-864dc9d070d2,usool,medium,دليل التوكل على الله:,قوله: (وعلى الله فتوكلوا إن كنتم مؤمنين).,,,
7396f144-0193-45ed-b5a9-af556c24f631,usool,medium,المراتب الأربع التي يجب تعلمها هي:,الإجابة الصحيحة: العلم والعمل والدعوة والصبر,,,
7c5070d9-a5d4-4ed6-b5f5-83c54a6b2da9,usool,medium,أركان الإسلام أولها:,الإجابة الصحيحة: الشهادتان,,,
996dc082-6aba-408e-9709-9e2336e6e0c6,usool,medium,الهجرة هي السفر للسياحة.,بل الانتقال من بلد الشرك إلى بلد الإسلام.,,,
9f8799c0-1350-4ea9-ab20-8e85fc579416,usool,medium,هل يرضى الله أن يُشرك معه أحد في عبادته؟,لا يرضى الله أن يشرك معه أحد.,,,
a004480b-4a29-4568-9962-95152cd0dade,usool,medium,كم سنة مكث النبي يدعو للتوحيد قبل أن تفرض الصلوات؟,أخذ على هذا عشر سنين يدعو إلى التوحيد.,,,
ba9248fa-89c6-4afc-bc87-75de3d59fe13,usool,medium,ما تعريف الإسلام؟,الإسلام: الاستسلام لله بالتوحيد والانقياد له بالطاعة.,,,
be04d3f7-8a37-4530-8555-2c66c59d9970,usool,medium,الإيمان بالقدر خيره وشره من أركان الإيمان.,وتؤمن بالقدر خيره وشره.,,,
c055e3dc-5298-4f90-9f5a-4994fc90fe94,usool,medium,أركان الإسلام الخمسة هي:,بني الإسلام على خمس.,,,
c549c1de-82ac-4d19-9a1c-f02cc6b3da5a,usool,medium,كم أنواع الشرك؟,الشرك الأكبر والشرك الأصغر.,,,
d3e5d0d4-711f-46ac-b7a3-840b9258f67c,usool,medium,الهجرة باقية إلى أن تقوم الساعة.,الهجرة فريضة على هذه الأمة.,,,
e51e1871-5d53-4f6d-81b1-4a34343497af,usool,medium,ما معنى (العالم)؟,كل ما سوى الله عالم.,,,
f9f15cec-cedd-45bc-a105-e7ce7f6ca806,usool,medium,الهجرة في دين الإسلام هي الانتقال:,الإجابة الصحيحة: من بلد الشرك إلى بلد الإسلام,,,
